,SRR11190798_Plant_DH-3_NC_011659,SRR11190801_Plant_DH-2_NC_011659,SRR11190802_Plant_DH-1_NC_011659,SRR11603187_RR-pulp-2_NC_011659,SRR11603184_GW-peel-1_NC_011659,SRR11603189_RR-peel-3_NC_011659,SRR11603183_GW-peel-2_NC_011659,Schlumbergera_virus_X_Strain_K11,Schlumbergera_virus_X_KP090203,Schlumbergera_virus_X_KU854929,Opuntia_virus_X_KY348771,Plantago_asiatica_mosaic_virus_KT717325,Plantago_asiatica_mosaic_virus_KU159093,Hydrangea_ringspot_virus,SRR11603191_RR-peel-1_NC_024458,SRR11603186_RR-pulp-3_NC_024458,SRR11603190_RR-peel-2_NC_024458,SRR11190802_Plant_DH-1_NC_024458,SRR11190800_Plant_BSJ-2_NC_024458,SRR11603189_RR-peel-3_NC_024458,SRR11190796_Plant_FR-2_NC_024458,SRR11603187_RR-pulp-2_NC_024458,SRR11190791_Plant_BSJ-1_NC_024458,SRR11190798_Plant_DH-3_NC_024458,SRR11190801_Plant_DH-2_NC_024458,SRR11190797_Plant_FR-1_NC_024458,SRR11190799_Plant_BSJ-3_NC_024458,SRR11603184_GW-peel-1_NC_024458,SRR11190795_Plant_FR-3_NC_024458,SRR11190793_Plant_BR-2_NC_024458,SRR11603183_GW-peel-2_NC_024458,SRR11603182_GW-peel-3_NC_024458,Pitaya_virus_X,Clover_yellow_mosaic_virus,Cactus_virus_X_SCM51431,Alternanthera_mosaic_virus_AY863024,Alternanthera_mosaic_virus_GQ179647,Alternanthera_mosaic_virus_GQ179646,Alternanthera_mosaic_virus_FJ822136,Alternanthera_mosaic_virus_MH423501,Alternanthera_mosaic_virus_LC107515,Nandina_mosaic_virus,Plantago_asiatica_mosaic_virus_LC155795,Plantago_asiatica_mosaic_virus_KU697313,KM288843,Cactus_virus_X_KM288847.1,Cactus_virus_X_KM365479.1,Cactus_virus_X_KM288846.1,KM288842,KM288844,KM288845,Cactus_virus_X_AF308158.2,Cactus_virus_X_LC128411.1,Schlumbergera_truncata_15H04_cons,Schlumbergera_truncata_15H06_cons,Schlumbergera_truncata_15H03_cons,SRR11603186_RR-pulp-3_NC_006059,SRR11603186_RR-pulp-3_NC_002815,SRR11603182_GW-peel-3_NC_002815,SRR11190791_Plant_BSJ-1_NC_002815,SRR11190800_Plant_BSJ-2_NC_002815,SRR11190799_Plant_BSJ-3_NC_002815,SRR11190795_Plant_FR-3_NC_002815,SRR11190798_Plant_DH-3_NC_002815,SRR11190796_Plant_FR-2_NC_002815,SRR11190797_Plant_FR-1_NC_002815,SRR11603191_RR-peel-1_NC_002815,SRR11190793_Plant_BR-2_NC_002815,SRR11190802_Plant_DH-1_NC_002815,SRR11190801_Plant_DH-2_NC_002815,SRR11603190_RR-peel-2_NC_002815,SRR11603189_RR-peel-3_NC_006059,SRR11603187_RR-pulp-2_NC_006059,SRR11603190_RR-peel-2_NC_006059,SRR11603191_RR-peel-1_NC_006059,SRR11603187_RR-pulp-2_NC_002815,SRR11603184_GW-peel-1_NC_002815,SRR11603183_GW-peel-2_NC_002815,SRR11603189_RR-peel-3_NC_002815,Schlumbergera_truncata_19JSF_sty_NC_002815,SRR11190792_Plant_BR-3_NC_002815,SRR11190796_Plant_FR-2_NC_006059,SRR11190798_Plant_DH-3_NC_006059,SRR11190801_Plant_DH-2_NC_006059,SRR11190802_Plant_DH-1_NC_006059,SRR11190797_Plant_FR-1_NC_006059,Cactus_virus_X_JF937699.1,Zygocactus_virus_X_Strain_B1,Zygocactus_virus_X_JF930326.1,MG210801,Opuntia_virus_Strain_CC10,Opuntia_virus_X_KU854931,Papaya_mosaic_virus,Babaco_mosaic_virus,Senna_mosaic_virus
Cactus_virus_X_AF308158.2,0.223984143,0.223984143,0.223984143,0.223984143,0.223984143,0.223984143,0.223984143,0.227948464,0.226957384,0.227948464,0.324083251,0.439048563,0.441030723,0.418235877,0.233894945,0.233894945,0.233894945,0.236868186,0.239841427,0.233894945,0.235877106,0.233894945,0.239841427,0.236868186,0.236868186,0.235877106,0.239841427,0.236868186,0.237859267,0.237859267,0.236868186,0.236868186,0.237859267,0.448959366,0.14172448,0.442021804,0.441030723,0.442021804,0.441030723,0.445986125,0.437066402,0.454905847,0.449950446,0.451932607,0.188305253,0.14172448,0.012884044,0.140733399,0.190287413,0.187314172,0.21308226,0,0.015857284,0.019821606,0.021803766,0.022794846,0.189296333,0.011892963,0.010901883,0.011892963,0.011892963,0.011892963,0.013875124,0.010901883,0.010901883,0.010901883,0.011892963,0.011892963,0.010901883,0.010901883,0.011892963,0.189296333,0.189296333,0.189296333,0.190287413,0.011892963,0.010901883,0.010901883,0.011892963,0.017839445,0.010901883,0.190287413,0.185332012,0.185332012,0.185332012,0.190287413,0.136769078,0.193260654,0.191278494,0.233894945,0.326065411,0.324083251,0.436075322,0.442021804,0.436075322
Cactus_virus_X_LC128411.1,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.218037661,0.319127849,0.438057483,0.440039643,0.418235877,0.229930624,0.229930624,0.229930624,0.232903865,0.235877106,0.229930624,0.231912785,0.229930624,0.235877106,0.232903865,0.232903865,0.231912785,0.235877106,0.232903865,0.233894945,0.234886026,0.232903865,0.232903865,0.233894945,0.444003964,0.134786918,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42814668,0.454905847,0.444995045,0.451932607,0.180376611,0.134786918,0.006937562,0.133795837,0.182358771,0.17938553,0.208126858,0.015857284,0,0.011892963,0.013875124,0.014866204,0.181367691,0.003964321,0.004955401,0.005946482,0.005946482,0.005946482,0.007928642,0.004955401,0.004955401,0.004955401,0.003964321,0.005946482,0.004955401,0.004955401,0.003964321,0.181367691,0.181367691,0.181367691,0.182358771,0.003964321,0.004955401,0.004955401,0.003964321,0.009910803,0.004955401,0.182358771,0.17938553,0.17938553,0.17839445,0.182358771,0.129831516,0.185332012,0.183349851,0.229930624,0.32309217,0.319127849,0.434093162,0.436075322,0.432111001
Schlumbergera_truncata_15H04_cons,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.435084242,0.437066402,0.413280476,0.230921705,0.230921705,0.230921705,0.233894945,0.236868186,0.230921705,0.232903865,0.230921705,0.236868186,0.233894945,0.233894945,0.232903865,0.236868186,0.233894945,0.234886026,0.235877106,0.233894945,0.233894945,0.234886026,0.438057483,0.137760159,0.437066402,0.434093162,0.435084242,0.433102081,0.440039643,0.425173439,0.450941526,0.440039643,0.447968285,0.17839445,0.137760159,0.010901883,0.136769078,0.180376611,0.176412289,0.207135778,0.019821606,0.011892963,0,0.001982161,0.006937562,0.181367691,0.009910803,0.008919722,0.009910803,0.009910803,0.009910803,0.009910803,0.008919722,0.008919722,0.008919722,0.009910803,0.009910803,0.008919722,0.008919722,0.009910803,0.181367691,0.181367691,0.181367691,0.180376611,0.009910803,0.008919722,0.008919722,0.009910803,0.001982161,0.008919722,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.132804757,0.183349851,0.181367691,0.230921705,0.325074331,0.317145689,0.436075322,0.435084242,0.431119921
Schlumbergera_truncata_15H06_cons,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.220019822,0.318136769,0.434093162,0.436075322,0.413280476,0.230921705,0.230921705,0.230921705,0.233894945,0.236868186,0.230921705,0.232903865,0.230921705,0.236868186,0.233894945,0.233894945,0.232903865,0.236868186,0.233894945,0.234886026,0.235877106,0.233894945,0.233894945,0.234886026,0.438057483,0.138751239,0.438057483,0.435084242,0.436075322,0.434093162,0.439048563,0.424182359,0.451932607,0.441030723,0.447968285,0.17839445,0.138751239,0.012884044,0.137760159,0.180376611,0.176412289,0.205153617,0.021803766,0.013875124,0.001982161,0,0.008919722,0.181367691,0.011892963,0.010901883,0.011892963,0.011892963,0.011892963,0.011892963,0.010901883,0.010901883,0.010901883,0.011892963,0.011892963,0.010901883,0.010901883,0.011892963,0.181367691,0.181367691,0.181367691,0.180376611,0.011892963,0.010901883,0.010901883,0.011892963,0.003964321,0.010901883,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.133795837,0.183349851,0.181367691,0.230921705,0.326065411,0.318136769,0.437066402,0.435084242,0.431119921
Schlumbergera_truncata_15H03_cons,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.218037661,0.217046581,0.218037661,0.319127849,0.436075322,0.438057483,0.413280476,0.232903865,0.232903865,0.232903865,0.235877106,0.238850347,0.232903865,0.234886026,0.232903865,0.238850347,0.235877106,0.235877106,0.234886026,0.238850347,0.235877106,0.236868186,0.237859267,0.235877106,0.235877106,0.236868186,0.442021804,0.139742319,0.439048563,0.436075322,0.437066402,0.437066402,0.444003964,0.425173439,0.453914767,0.444003964,0.449950446,0.17938553,0.139742319,0.013875124,0.138751239,0.181367691,0.17740337,0.208126858,0.022794846,0.014866204,0.006937562,0.008919722,0,0.182358771,0.012884044,0.011892963,0.012884044,0.012884044,0.012884044,0.012884044,0.011892963,0.011892963,0.011892963,0.012884044,0.012884044,0.011892963,0.011892963,0.012884044,0.182358771,0.182358771,0.182358771,0.181367691,0.012884044,0.011892963,0.011892963,0.012884044,0.004955401,0.011892963,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.134786918,0.184340932,0.182358771,0.232903865,0.325074331,0.319127849,0.436075322,0.438057483,0.43012884
SRR11603186_RR-pulp-3_NC_006059,0.226957384,0.226957384,0.226957384,0.226957384,0.226957384,0.226957384,0.226957384,0.229930624,0.230921705,0.231912785,0.315163528,0.445986125,0.444995045,0.4271556,0.212091179,0.212091179,0.212091179,0.212091179,0.21407334,0.212091179,0.210109019,0.212091179,0.21407334,0.212091179,0.212091179,0.210109019,0.21407334,0.212091179,0.211100099,0.21407334,0.212091179,0.212091179,0.21308226,0.447968285,0.191278494,0.42814668,0.4271556,0.4271556,0.435084242,0.434093162,0.404360753,0.450941526,0.434093162,0.444995045,0.014866204,0.194251734,0.180376611,0.193260654,0.016848365,0.017839445,0.092170466,0.189296333,0.181367691,0.181367691,0.181367691,0.182358771,0,0.180376611,0.17938553,0.180376611,0.180376611,0.180376611,0.17938553,0.17938553,0.17938553,0.17938553,0.180376611,0.17839445,0.17938553,0.17938553,0.180376611,0,0,0,0.00099108,0.180376611,0.17938553,0.17938553,0.180376611,0.180376611,0.17938553,0.010901883,0.015857284,0.015857284,0.013875124,0.010901883,0.190287413,0.019821606,0.016848365,0.21308226,0.319127849,0.315163528,0.435084242,0.42814668,0.434093162
SRR11603186_RR-pulp-3_NC_002815,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.218037661,0.318136769,0.438057483,0.440039643,0.415262636,0.227948464,0.227948464,0.227948464,0.230921705,0.233894945,0.227948464,0.229930624,0.227948464,0.233894945,0.230921705,0.230921705,0.229930624,0.233894945,0.230921705,0.231912785,0.232903865,0.230921705,0.230921705,0.231912785,0.442021804,0.131813677,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.452923687,0.444003964,0.450941526,0.17938553,0.131813677,0.002973241,0.130822597,0.181367691,0.17839445,0.206144698,0.011892963,0.003964321,0.009910803,0.011892963,0.012884044,0.180376611,0,0.00099108,0.001982161,0.001982161,0.001982161,0.003964321,0.00099108,0.00099108,0.00099108,0,0.001982161,0.00099108,0.00099108,0,0.180376611,0.180376611,0.180376611,0.181367691,0,0.00099108,0.00099108,0,0.007928642,0.00099108,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.126858276,0.184340932,0.182358771,0.227948464,0.32210109,0.318136769,0.433102081,0.436075322,0.432111001
SRR11603182_GW-peel-3_NC_002815,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.437066402,0.439048563,0.414271556,0.226957384,0.226957384,0.226957384,0.229930624,0.232903865,0.226957384,0.228939544,0.226957384,0.232903865,0.229930624,0.229930624,0.228939544,0.232903865,0.229930624,0.230921705,0.231912785,0.229930624,0.229930624,0.230921705,0.442021804,0.132804757,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.451932607,0.444003964,0.449950446,0.17839445,0.132804757,0.001982161,0.131813677,0.180376611,0.17740337,0.205153617,0.010901883,0.004955401,0.008919722,0.010901883,0.011892963,0.17938553,0.00099108,0,0.00099108,0.00099108,0.00099108,0.002973241,0,0,0,0.00099108,0.00099108,0,0,0.00099108,0.17938553,0.17938553,0.17938553,0.180376611,0.00099108,0,0,0.00099108,0.006937562,0,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.127849356,0.183349851,0.181367691,0.226957384,0.32111001,0.317145689,0.433102081,0.436075322,0.432111001
SRR11190791_Plant_BSJ-1_NC_002815,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.220019822,0.318136769,0.438057483,0.440039643,0.415262636,0.225966303,0.225966303,0.225966303,0.228939544,0.231912785,0.225966303,0.227948464,0.225966303,0.231912785,0.228939544,0.228939544,0.227948464,0.231912785,0.228939544,0.229930624,0.230921705,0.228939544,0.228939544,0.229930624,0.443012884,0.133795837,0.434093162,0.433102081,0.434093162,0.433102081,0.439048563,0.42814668,0.452923687,0.443012884,0.450941526,0.17938553,0.133795837,0.002973241,0.132804757,0.181367691,0.17839445,0.206144698,0.011892963,0.005946482,0.009910803,0.011892963,0.012884044,0.180376611,0.001982161,0.00099108,0,0,0,0.003964321,0.00099108,0.00099108,0.00099108,0.001982161,0.001982161,0.00099108,0.00099108,0.001982161,0.180376611,0.180376611,0.180376611,0.181367691,0.001982161,0.00099108,0.00099108,0.001982161,0.007928642,0.00099108,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.128840436,0.184340932,0.182358771,0.225966303,0.32210109,0.318136769,0.434093162,0.435084242,0.432111001
SRR11190800_Plant_BSJ-2_NC_002815,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.220019822,0.318136769,0.438057483,0.440039643,0.415262636,0.225966303,0.225966303,0.225966303,0.228939544,0.231912785,0.225966303,0.227948464,0.225966303,0.231912785,0.228939544,0.228939544,0.227948464,0.231912785,0.228939544,0.229930624,0.230921705,0.228939544,0.228939544,0.229930624,0.443012884,0.133795837,0.434093162,0.433102081,0.434093162,0.433102081,0.439048563,0.42814668,0.452923687,0.443012884,0.450941526,0.17938553,0.133795837,0.002973241,0.132804757,0.181367691,0.17839445,0.206144698,0.011892963,0.005946482,0.009910803,0.011892963,0.012884044,0.180376611,0.001982161,0.00099108,0,0,0,0.003964321,0.00099108,0.00099108,0.00099108,0.001982161,0.001982161,0.00099108,0.00099108,0.001982161,0.180376611,0.180376611,0.180376611,0.181367691,0.001982161,0.00099108,0.00099108,0.001982161,0.007928642,0.00099108,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.128840436,0.184340932,0.182358771,0.225966303,0.32210109,0.318136769,0.434093162,0.435084242,0.432111001
SRR11190799_Plant_BSJ-3_NC_002815,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.220019822,0.318136769,0.438057483,0.440039643,0.415262636,0.225966303,0.225966303,0.225966303,0.228939544,0.231912785,0.225966303,0.227948464,0.225966303,0.231912785,0.228939544,0.228939544,0.227948464,0.231912785,0.228939544,0.229930624,0.230921705,0.228939544,0.228939544,0.229930624,0.443012884,0.133795837,0.434093162,0.433102081,0.434093162,0.433102081,0.439048563,0.42814668,0.452923687,0.443012884,0.450941526,0.17938553,0.133795837,0.002973241,0.132804757,0.181367691,0.17839445,0.206144698,0.011892963,0.005946482,0.009910803,0.011892963,0.012884044,0.180376611,0.001982161,0.00099108,0,0,0,0.003964321,0.00099108,0.00099108,0.00099108,0.001982161,0.001982161,0.00099108,0.00099108,0.001982161,0.180376611,0.180376611,0.180376611,0.181367691,0.001982161,0.00099108,0.00099108,0.001982161,0.007928642,0.00099108,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.128840436,0.184340932,0.182358771,0.225966303,0.32210109,0.318136769,0.434093162,0.435084242,0.432111001
SRR11190795_Plant_FR-3_NC_002815,0.21407334,0.21407334,0.21407334,0.21407334,0.21407334,0.21407334,0.21407334,0.217046581,0.2160555,0.217046581,0.316154609,0.436075322,0.438057483,0.416253717,0.224975223,0.224975223,0.224975223,0.227948464,0.230921705,0.224975223,0.226957384,0.224975223,0.230921705,0.227948464,0.227948464,0.226957384,0.230921705,0.227948464,0.228939544,0.229930624,0.227948464,0.227948464,0.228939544,0.441030723,0.131813677,0.435084242,0.433102081,0.434093162,0.432111001,0.439048563,0.426164519,0.449950446,0.443012884,0.446977205,0.17839445,0.131813677,0.004955401,0.130822597,0.17938553,0.17740337,0.204162537,0.013875124,0.007928642,0.009910803,0.011892963,0.012884044,0.17938553,0.003964321,0.002973241,0.003964321,0.003964321,0.003964321,0,0.002973241,0.002973241,0.002973241,0.003964321,0.003964321,0.002973241,0.002973241,0.003964321,0.17938553,0.17938553,0.17938553,0.180376611,0.003964321,0.002973241,0.002973241,0.003964321,0.007928642,0.002973241,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.126858276,0.183349851,0.181367691,0.224975223,0.32011893,0.316154609,0.433102081,0.437066402,0.433102081
SRR11190798_Plant_DH-3_NC_002815,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.437066402,0.439048563,0.414271556,0.226957384,0.226957384,0.226957384,0.229930624,0.232903865,0.226957384,0.228939544,0.226957384,0.232903865,0.229930624,0.229930624,0.228939544,0.232903865,0.229930624,0.230921705,0.231912785,0.229930624,0.229930624,0.230921705,0.442021804,0.132804757,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.451932607,0.444003964,0.449950446,0.17839445,0.132804757,0.001982161,0.131813677,0.180376611,0.17740337,0.205153617,0.010901883,0.004955401,0.008919722,0.010901883,0.011892963,0.17938553,0.00099108,0,0.00099108,0.00099108,0.00099108,0.002973241,0,0,0,0.00099108,0.00099108,0,0,0.00099108,0.17938553,0.17938553,0.17938553,0.180376611,0.00099108,0,0,0.00099108,0.006937562,0,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.127849356,0.183349851,0.181367691,0.226957384,0.32111001,0.317145689,0.433102081,0.436075322,0.432111001
SRR11190796_Plant_FR-2_NC_002815,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.437066402,0.439048563,0.414271556,0.226957384,0.226957384,0.226957384,0.229930624,0.232903865,0.226957384,0.228939544,0.226957384,0.232903865,0.229930624,0.229930624,0.228939544,0.232903865,0.229930624,0.230921705,0.231912785,0.229930624,0.229930624,0.230921705,0.442021804,0.132804757,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.451932607,0.444003964,0.449950446,0.17839445,0.132804757,0.001982161,0.131813677,0.180376611,0.17740337,0.205153617,0.010901883,0.004955401,0.008919722,0.010901883,0.011892963,0.17938553,0.00099108,0,0.00099108,0.00099108,0.00099108,0.002973241,0,0,0,0.00099108,0.00099108,0,0,0.00099108,0.17938553,0.17938553,0.17938553,0.180376611,0.00099108,0,0,0.00099108,0.006937562,0,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.127849356,0.183349851,0.181367691,0.226957384,0.32111001,0.317145689,0.433102081,0.436075322,0.432111001
SRR11190797_Plant_FR-1_NC_002815,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.437066402,0.439048563,0.414271556,0.226957384,0.226957384,0.226957384,0.229930624,0.232903865,0.226957384,0.228939544,0.226957384,0.232903865,0.229930624,0.229930624,0.228939544,0.232903865,0.229930624,0.230921705,0.231912785,0.229930624,0.229930624,0.230921705,0.442021804,0.132804757,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.451932607,0.444003964,0.449950446,0.17839445,0.132804757,0.001982161,0.131813677,0.180376611,0.17740337,0.205153617,0.010901883,0.004955401,0.008919722,0.010901883,0.011892963,0.17938553,0.00099108,0,0.00099108,0.00099108,0.00099108,0.002973241,0,0,0,0.00099108,0.00099108,0,0,0.00099108,0.17938553,0.17938553,0.17938553,0.180376611,0.00099108,0,0,0.00099108,0.006937562,0,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.127849356,0.183349851,0.181367691,0.226957384,0.32111001,0.317145689,0.433102081,0.436075322,0.432111001
SRR11603191_RR-peel-1_NC_002815,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.218037661,0.318136769,0.438057483,0.440039643,0.415262636,0.227948464,0.227948464,0.227948464,0.230921705,0.233894945,0.227948464,0.229930624,0.227948464,0.233894945,0.230921705,0.230921705,0.229930624,0.233894945,0.230921705,0.231912785,0.232903865,0.230921705,0.230921705,0.231912785,0.442021804,0.131813677,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.452923687,0.444003964,0.450941526,0.17938553,0.131813677,0.002973241,0.130822597,0.181367691,0.17839445,0.206144698,0.011892963,0.003964321,0.009910803,0.011892963,0.012884044,0.180376611,0,0.00099108,0.001982161,0.001982161,0.001982161,0.003964321,0.00099108,0.00099108,0.00099108,0,0.001982161,0.00099108,0.00099108,0,0.180376611,0.180376611,0.180376611,0.181367691,0,0.00099108,0.00099108,0,0.007928642,0.00099108,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.126858276,0.184340932,0.182358771,0.227948464,0.32210109,0.318136769,0.433102081,0.436075322,0.432111001
SRR11190793_Plant_BR-2_NC_002815,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.21506442,0.218037661,0.217046581,0.218037661,0.318136769,0.436075322,0.438057483,0.415262636,0.225966303,0.225966303,0.225966303,0.228939544,0.231912785,0.225966303,0.227948464,0.225966303,0.231912785,0.228939544,0.228939544,0.227948464,0.231912785,0.228939544,0.229930624,0.230921705,0.228939544,0.228939544,0.229930624,0.442021804,0.131813677,0.436075322,0.435084242,0.436075322,0.435084242,0.441030723,0.42814668,0.450941526,0.444003964,0.449950446,0.17740337,0.131813677,0.002973241,0.130822597,0.17938553,0.176412289,0.205153617,0.011892963,0.005946482,0.009910803,0.011892963,0.012884044,0.17839445,0.001982161,0.00099108,0.001982161,0.001982161,0.001982161,0.003964321,0.00099108,0.00099108,0.00099108,0.001982161,0,0.00099108,0.00099108,0.001982161,0.17839445,0.17839445,0.17839445,0.17938553,0.001982161,0.00099108,0.00099108,0.001982161,0.007928642,0.00099108,0.17938553,0.176412289,0.176412289,0.175421209,0.17938553,0.126858276,0.182358771,0.180376611,0.225966303,0.32210109,0.318136769,0.433102081,0.436075322,0.433102081
SRR11190802_Plant_DH-1_NC_002815,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.437066402,0.439048563,0.414271556,0.226957384,0.226957384,0.226957384,0.229930624,0.232903865,0.226957384,0.228939544,0.226957384,0.232903865,0.229930624,0.229930624,0.228939544,0.232903865,0.229930624,0.230921705,0.231912785,0.229930624,0.229930624,0.230921705,0.442021804,0.132804757,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.451932607,0.444003964,0.449950446,0.17839445,0.132804757,0.001982161,0.131813677,0.180376611,0.17740337,0.205153617,0.010901883,0.004955401,0.008919722,0.010901883,0.011892963,0.17938553,0.00099108,0,0.00099108,0.00099108,0.00099108,0.002973241,0,0,0,0.00099108,0.00099108,0,0,0.00099108,0.17938553,0.17938553,0.17938553,0.180376611,0.00099108,0,0,0.00099108,0.006937562,0,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.127849356,0.183349851,0.181367691,0.226957384,0.32111001,0.317145689,0.433102081,0.436075322,0.432111001
SRR11190801_Plant_DH-2_NC_002815,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.219028741,0.218037661,0.219028741,0.317145689,0.437066402,0.439048563,0.414271556,0.226957384,0.226957384,0.226957384,0.229930624,0.232903865,0.226957384,0.228939544,0.226957384,0.232903865,0.229930624,0.229930624,0.228939544,0.232903865,0.229930624,0.230921705,0.231912785,0.229930624,0.229930624,0.230921705,0.442021804,0.132804757,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.451932607,0.444003964,0.449950446,0.17839445,0.132804757,0.001982161,0.131813677,0.180376611,0.17740337,0.205153617,0.010901883,0.004955401,0.008919722,0.010901883,0.011892963,0.17938553,0.00099108,0,0.00099108,0.00099108,0.00099108,0.002973241,0,0,0,0.00099108,0.00099108,0,0,0.00099108,0.17938553,0.17938553,0.17938553,0.180376611,0.00099108,0,0,0.00099108,0.006937562,0,0.180376611,0.17740337,0.17740337,0.176412289,0.180376611,0.127849356,0.183349851,0.181367691,0.226957384,0.32111001,0.317145689,0.433102081,0.436075322,0.432111001
SRR11603190_RR-peel-2_NC_002815,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.217046581,0.220019822,0.219028741,0.218037661,0.318136769,0.438057483,0.440039643,0.415262636,0.227948464,0.227948464,0.227948464,0.230921705,0.233894945,0.227948464,0.229930624,0.227948464,0.233894945,0.230921705,0.230921705,0.229930624,0.233894945,0.230921705,0.231912785,0.232903865,0.230921705,0.230921705,0.231912785,0.442021804,0.131813677,0.435084242,0.434093162,0.435084242,0.434093162,0.440039643,0.42913776,0.452923687,0.444003964,0.450941526,0.17938553,0.131813677,0.002973241,0.130822597,0.181367691,0.17839445,0.206144698,0.011892963,0.003964321,0.009910803,0.011892963,0.012884044,0.180376611,0,0.00099108,0.001982161,0.001982161,0.001982161,0.003964321,0.00099108,0.00099108,0.00099108,0,0.001982161,0.00099108,0.00099108,0,0.180376611,0.180376611,0.180376611,0.181367691,0,0.00099108,0.00099108,0,0.007928642,0.00099108,0.181367691,0.17839445,0.17839445,0.17740337,0.181367691,0.126858276,0.184340932,0.182358771,0.227948464,0.32210109,0.318136769,0.433102081,0.436075322,0.432111001
SRR11603189_RR-peel-3_NC_006059,0.226957384,0.226957384,0.226957384,0.226957384,0.226957384,0.226957384,0.226957384,0.229930624,0.230921705,0.231912785,0.315163528,0.445986125,0.444995045,0.4271556,0.212091179,0.212091179,0.212091179,0.212091179,0.21407334,0.212091179,0.210109019,0.212091179,0.21407334,0.212091179,0.212091179,0.210109019,0.21407334,0.212091179,0.211100099,0.21407334,0.212091179,0.212091179,0.21308226,0.447968285,0.191278494,0.42814668,0.4271556,0.4271556,0.435084242,0.434093162,0.404360753,0.450941526,0.434093162,0.444995045,0.014866204,0.194251734,0.180376611,0.193260654,0.016848365,0.017839445,0.092170466,0.189296333,0.181367691,0.181367691,0.181367691,0.182358771,0,0.180376611,0.17938553,0.180376611,0.180376611,0.180376611,0.17938553,0.17938553,0.17938553,0.17938553,0.180376611,0.17839445,0.17938553,0.17938553,0.180376611,0,0,0,0.00099108,0.180376611,0.17938553,0.17938553,0.180376611,0.180376611,0.17938553,0.010901883,0.015857284,0.015857284,0.013875124,0.010901883,0.190287413,0.019821606,0.016848365,0.21308226,0.319127849,0.315163528,0.435084242,0.42814668,0.434093162
