"","MG210801_-_RdRp_CDS","AY800279_-_viral_replicase_CDS","KT717325_-_RdRP_CDS","KU159093_-_RNA-dependent_RNA_polymerase_CDS","KU697313_-_RNA-dependent_RNA_polymerase_CDS","LC107517_-_RdRp_CDS","LC155795_-_RdRp_CDS","Hylocereus_undatus_SRR11603187__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H04_sty__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_19JSF_sty__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H04_pol__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_polyrhizus_SRR11190796__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_polyrhizus_SRR11190801__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11190792__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603182__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603186__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603189__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H03_sty__NC_002815_a_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H06_pol__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_polyrhizus_SRR11190802__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11190791__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11190793__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11190799__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11190800__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_polyrhizus_SRR11190797__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H03_pol__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_polyrhizus_SRR11190795__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_polyrhizus_SRR11190798__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H04_pet__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Schlumbergera_truncata_15H03_sty__NC_002815_b_-_RNA-dependent_RNA_polymerase_CDS","KX196173_-_RdRp_CDS","MF978248_-_RdRp_CDS","Schlumbergera_truncata_15H05_pol__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","AY863024_-_ORF1_CDS","FJ822136_-_RdRp_CDS","GQ179646_-_replicase_CDS","GQ179647_-_replicase_CDS","LC107515_-_RdRp_CDS","MH423501_-_replicase_CDS","Schlumbergera_truncata_15H06_sty__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603190__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603191__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","JF937699_-_RNA-dependent_RNA_polymerase_CDS","KX883791_-_ORF1_CDS","LC128411_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603183__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","Hylocereus_undatus_SRR11603184__NC_002815_-_RNA-dependent_RNA_polymerase_CDS","AF308158_-_RNA-dependent_RNA_polymerase_CDS","AY366208_-_replication-associated_protein_CDS","Hylocereus_polyrhizus_SRR11190796__NC_006059_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190797__NC_006059_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190798__NC_006059_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190801__NC_006059_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190802__NC_006059_-_RdRp_CDS","Hylocereus_undatus_SRR11603186__NC_006059_-_RdRp_CDS","Hylocereus_undatus_SRR11603187__NC_006059_-_RdRp_CDS","Hylocereus_undatus_SRR11603189__NC_006059_-_RdRp_CDS","Hylocereus_undatus_SRR11603190__NC_006059_-_RdRp_CDS","Hylocereus_undatus_SRR11603191__NC_006059_-_RdRp_CDS","JF930326_-_RdRp_CDS","AY366207_-_replication-associated_protein_CDS","Hylocereus_polyrhizus_SRR11190798__NC_011659_-_ORF1_CDS","Hylocereus_polyrhizus_SRR11190801__NC_011659_-_ORF1_CDS","Hylocereus_polyrhizus_SRR11190802__NC_011659_-_ORF1_CDS","Hylocereus_undatus_SRR11603183__NC_011659_-_replication-associated_protein_CDS","Hylocereus_undatus_SRR11603184__NC_011659_-_ORF1_CDS","Hylocereus_undatus_SRR11603187__NC_011659_-_replication-associated_protein_CDS","Hylocereus_undatus_SRR11603189__NC_011659_-_replication-associated_protein_CDS","KP090203_-_ORF1_CDS","KU854929_-_RdRp_CDS","JX524226_-_CDS","AY366209_-_replication-associated_protein_CDS","KU854931_-_RdRp_CDS","KY348771_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190795__NC_024458_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190796__NC_024458_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190797__NC_024458_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190798__NC_024458_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190801__NC_024458_-_RdRp_CDS","Hylocereus_polyrhizus_SRR11190802__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11190791__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11190792__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11190793__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11190799__NC_024458_-_similar_to_RdRp","Hylocereus_undatus_SRR11190800__NC_024458_-_similar_to_RdRp","Hylocereus_undatus_SRR11603182__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11603183__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11603184__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11603186__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11603187__NC_024458_-_similar_to_RdRp","Hylocereus_undatus_SRR11603189__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11603190__NC_024458_-_RdRp_CDS","Hylocereus_undatus_SRR11603191__NC_024458_-_RdRp_CDS","JF930327_-_similar_to_RdRp","CYMRNA_-_replicase_CDS"
"Hylocereus_polyrhizus_SRR11190802__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11190791__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11190792__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11190793__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11190799__NC_024458_-_similar_to_RdRp",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11190800__NC_024458_-_similar_to_RdRp",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603182__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603183__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603184__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603186__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603187__NC_024458_-_similar_to_RdRp",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603189__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603190__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"Hylocereus_undatus_SRR11603191__NC_024458_-_RdRp_CDS",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"JF930327_-_similar_to_RdRp",888,771,735,735,724,642,724,139,137,137,136,133,133,133,133,133,133,133,133,131,131,131,131,131,130,128,127,127,129,124,322,330,122,348,348,348,348,366,348,116,159,159,119,119,109,155,155,114,78,78,78,78,78,78,78,78,78,78,78,78,100,100,100,100,100,100,100,100,100,100,330,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"CYMRNA_-_replicase_CDS",1325,1022,986,986,969,953,969,478,476,476,475,472,472,472,472,472,472,472,472,470,470,470,470,470,469,467,466,466,468,463,555,543,461,557,557,557,557,569,557,455,498,498,460,460,448,494,494,453,453,453,453,453,453,453,453,453,453,453,453,453,473,473,473,473,473,473,473,473,473,473,563,475,475,475,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,0
